trimesh\util.py:2064: DeprecationWarning: Using or importing the ABCs from 'collections' instead of from 'collections.abc' is deprecated since Python 3.3, and in 3.9 it will stop working
2021-06-06 13:34:38,598 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\transparent_object.shader]...
2021-06-06 13:34:38,601 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\striped.shader]...
2021-06-06 13:34:38,604 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\default.shader]...
2021-06-06 13:34:38,606 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\grid.shader]...
2021-06-06 13:34:38,609 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\platform.shader]...
2021-06-06 13:34:38,992 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:38,994 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:38,996 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:38,997 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:38,999 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,002 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,004 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,005 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,007 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,009 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,012 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,013 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,014 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,017 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,018 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,022 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,024 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,026 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,027 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,029 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,033 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,034 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,035 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,038 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,039 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,042 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,044 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,045 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,047 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,048 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,051 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,053 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,054 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,056 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,057 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,066 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,067 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,069 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,071 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,072 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,076 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,077 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,079 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,080 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,082 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,084 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,086 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,088 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,089 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,091 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,094 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:39,095 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:39,097 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:39,099 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:39,100 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:41,336 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:41,339 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:41,342 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:41,345 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:41,348 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:41,733 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:41,735 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 13:34:41,737 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 13:34:41,800 - INFO - [MainThread] cura.Machines.MachineErrorChecker._setResult [214]: Error check finished, result = False, time = 5.2s
2021-06-06 13:34:49,751 - DEBUG - [MainThread] cura.AutoSave._onTimeout [59]: Autosaving preferences, instances and profiles
2021-06-06 13:43:57,368 - DEBUG - [MainThread] cura.OAuth2.AuthorizationHelpers.getAccessTokenUsingRefreshToken [61]: Refreshing the access token for [https://account.ultimaker.com]
2021-06-06 13:43:57,971 - DEBUG - [MainThread] cura.OAuth2.AuthorizationService._storeAuthData [250]: Attempting to store the auth data for [https://account.ultimaker.com]
2021-06-06 13:44:07,991 - DEBUG - [MainThread] cura.AutoSave._onTimeout [59]: Autosaving preferences, instances and profiles
2021-06-06 13:45:29,037 - DEBUG - [MainThread] cura.AutoSave._onTimeout [59]: Autosaving preferences, instances and profiles
2021-06-06 13:53:12,935 - DEBUG - [MainThread] cura.OAuth2.AuthorizationHelpers.getAccessTokenUsingRefreshToken [61]: Refreshing the access token for [https://account.ultimaker.com]
2021-06-06 13:53:13,501 - DEBUG - [MainThread] cura.OAuth2.AuthorizationService._storeAuthData [250]: Attempting to store the auth data for [https://account.ultimaker.com]
2021-06-06 13:53:23,514 - DEBUG - [MainThread] cura.AutoSave._onTimeout [59]: Autosaving preferences, instances and profiles
2021-06-06 13:56:33,632 - DEBUG - [MainThread] UM.TaskManagement.HttpRequestManager._onRequestTimeout [302]: Request [<UM.TaskManagement.HttpRequestManager.HttpRequestManager object at 0x000001370217FF70>] timeout.
2021-06-06 13:56:33,638 - DEBUG - [MainThread] UM.TaskManagement.HttpRequestManager._onRequestError [376]: request[740930e6][get][PyQt5.QtCore.QUrl('https://api.ultimaker.com/cura-packages/v1/user/packages')][timeout=10][no-data] got an QNetworkReplyError Operation canceled. The server returned: b''
2021-06-06 13:56:33,639 - DEBUG - [MainThread] UM.TaskManagement.HttpRequestManager._onRequestFinished [415]: request[740930e6][get][PyQt5.QtCore.QUrl('https://api.ultimaker.com/cura-packages/v1/user/packages')][timeout=10][no-data] was aborted, do nothing
2021-06-06 13:56:33,640 - WARNING - [MainThread] Toolbox.src.CloudSync.CloudPackageChecker._onUserPackagesRequestFinished [74]: Requesting user packages failed, response code None while trying to connect to PyQt5.QtCore.QUrl('https://api.ultimaker.com/cura-packages/v1/user/packages')
2021-06-06 14:02:45,402 - DEBUG - [MainThread] cura.OAuth2.AuthorizationHelpers.getAccessTokenUsingRefreshToken [61]: Refreshing the access token for [https://account.ultimaker.com]
2021-06-06 14:02:45,981 - DEBUG - [MainThread] cura.OAuth2.AuthorizationService._storeAuthData [250]: Attempting to store the auth data for [https://account.ultimaker.com]
2021-06-06 14:02:55,999 - DEBUG - [MainThread] cura.AutoSave._onTimeout [59]: Autosaving preferences, instances and profiles
2021-06-06 14:03:57,676 - DEBUG - [MainThread] UM.TaskManagement.HttpRequestManager._onRequestTimeout [302]: Request [<UM.TaskManagement.HttpRequestManager.HttpRequestManager object at 0x000001370217FF70>] timeout.
2021-06-06 14:03:57,680 - DEBUG - [MainThread] UM.TaskManagement.HttpRequestManager._onRequestError [376]: request[82a98f27][get][PyQt5.QtCore.QUrl('https://api.ultimaker.com/cura-packages/v1/user/packages')][timeout=10][no-data] got an QNetworkReplyError Operation canceled. The server returned: b''
2021-06-06 14:03:57,681 - DEBUG - [MainThread] UM.TaskManagement.HttpRequestManager._onRequestFinished [415]: request[82a98f27][get][PyQt5.QtCore.QUrl('https://api.ultimaker.com/cura-packages/v1/user/packages')][timeout=10][no-data] was aborted, do nothing
2021-06-06 14:03:57,682 - WARNING - [MainThread] Toolbox.src.CloudSync.CloudPackageChecker._onUserPackagesRequestFinished [74]: Requesting user packages failed, response code None while trying to connect to PyQt5.QtCore.QUrl('https://api.ultimaker.com/cura-packages/v1/user/packages')
2021-06-06 14:06:22,713 - INFO - [MainThread] cura.CuraApplication.readLocalFile [1759]: Attempting to read file file:///C:/Users/nicho/Desktop/MPMD_Scale.gcode
2021-06-06 14:06:22,715 - INFO - [MainThread] UM.Controller.deleteAllNodesWithMeshData [468]: Clearing scene
2021-06-06 14:06:22,717 - INFO - [MainThread] cura.CuraApplication._removeNodesWithLayerData [2026]: Clearing scene
2021-06-06 14:06:22,723 - DEBUG - [JobQueWorker [3]] GCodeReader.FlavorParser.processGCodeStream [315]: Preparing to load g-code
2021-06-06 14:06:22,734 - DEBUG - [JobQueWorker [3]] GCodeReader.FlavorParser.processGCodeStream [355]: Parsing g-code...
2021-06-06 14:06:23,596 - DEBUG - [JobQueWorker [3]] GCodeReader.FlavorParser.processGCodeStream [485]: Finished parsing g-code.
2021-06-06 14:06:23,597 - DEBUG - [JobQueWorker [3]] GCodeReader.FlavorParser.processGCodeStream [496]: G-code loading finished.
2021-06-06 14:06:23,599 - DEBUG - [JobQueWorker [3]] UM.FileHandler.ReadFileJob.run [75]: Loading file took 0.9 seconds
C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Mesh\ReadMeshJob.py:45: RuntimeWarning: divide by zero encountered in double_scalars
C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Mesh\ReadMeshJob.py:46: RuntimeWarning: divide by zero encountered in double_scalars
C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Mesh\ReadMeshJob.py:47: RuntimeWarning: divide by zero encountered in double_scalars
2021-06-06 14:06:23,771 - DEBUG - [MainThread] cura.Machines.MachineErrorChecker._rescheduleCheck [155]: New error check scheduled.
2021-06-06 14:06:23,869 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,871 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,872 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,874 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,876 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,879 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,880 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,882 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,884 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,885 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,887 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,889 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,891 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,892 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,894 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,897 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,899 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,901 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,902 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,904 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,948 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,950 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,952 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,954 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,955 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,958 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,960 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,962 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,963 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,965 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,968 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,969 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,971 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,973 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,974 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,977 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,979 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,981 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,982 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,984 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,987 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,989 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:23,990 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:23,992 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:23,993 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,996 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:23,998 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:24,000 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:24,001 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:24,003 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:24,005 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:24,007 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
